식별 ID,수집한 플랫폼,수집한 종목,날짜,뉴스 제목,뉴스 내용
0002192918,네이버,네이버,2025-03-19T11:31:00+09:00,삼성SDS 이준희 대표 “국가AI컴퓨팅센터 구축사업 참여 검토”,"이준희 삼성SDS 대표(가운데)가 19일 서울 송파구 잠실 본사에서 개최된 제40기 정기 주주총회에서 주주들에게 인사를 전하고 있다. [Ⓒ 디지털데일리]


[디지털데일리 권하영기자] 정부가 추진하는 2조원 규모 민관합작 인공지능(AI) 인프라 프로젝트 ‘국가AI컴퓨팅센터 구축 사업’에 대한 관심이 높아지는 가운데, 참여 사업자 후보 중 하나인 삼성SDS도 관심을 드러냈다.

이준희 삼성SDS 대표는 19일 서울 송파구 잠실 본사에서 개최된 제40기 정기 주주총회가 끝난 후 기자들과 만나 “국가AI컴퓨팅센터 구축 사업에 대해 진지하게 검토하고 계신 거냐”는 질문에 “여러 옵션을 검토하고 있다”며 “정부에서 하는 게 대구센터나 행안부와 복지부 등 여러 안건들이 있어서 잘 검토하겠다”고 밝혔다.

전임 황성우 대표에 이어 삼성SDS 새 수장이 된 이준희 대표는 이날 주총에서 사내이사 선임의 건 의결을 통해 주주들에게 공식적인 인정을 받았다. 다만 이날 자리에서 이 대표는 신임 대표 체제의 방향성에 대해 “적절한 기회에 말씀드리겠다”며 말을 아꼈다.

삼성SDS는 지난달 말 접수가 끝난 국가AI컴퓨팅센터 구축 사업 공모에 사업참여의향서를 제출한 것으로 확인된다. 다만 참여 의향 정도를 내비치는 의향서 제출과 달리, 실제 사업에 참여하겠다고 확정 짓는 사업참여계획서 제출에 있어서는 아직 신중히 검토 중이라는 전언이다. 사업참여계획서 접수는 5월30일까지다.

그동안 소프트웨어진흥법상 공공 IT 시장 내 대기업 참여제한 규제로 인해 공공 시장에 모습을 드러내지 않았던 삼성SDS는 올해 들어 행정안전부와 국회, 경기도소방학교 등 공공 AI 및 클라우드 사업을 잇달아 수주하는 모습을 보였다. 이에 향후 공공 AI 수요가 몰릴 것으로 예상되는 국가AI컴퓨팅센터 구축 사업에도 참여 확률이 높게 점쳐지고 있다.

안정태 삼성SDS 최고재무책임자(CFO)는 이날 주총장에서 “공공 사업 수주 소식이 많이 들리는데, 그 연장선으로 정부가 추진하는 국가AI컴퓨팅센터 사업에도 참여를 검토 중이냐”는 주주 질의에 “말씀주신 대로 공공 사업에 대해 관심을 많이 갖고 있고, 최근에 수주를 적극적으로 하고 있다”며 “정부에서 진행하는 AI 데이터센터에 대해서도 수주에 참여하고 있고 실제적으로 유인을 하려고 노력 중”이라고 언급했다.

안 CFO는 “회사가 AI 활용에 대해 많은 노력을 해왔고 그게 가시적으로 금융회사들의 AI 플랫폼 그 다음에 공공에서도 AI에 관심이 많기 때문에, 저희들도 협력해서 국가의 AI 역량이라고 하는 부분이나 그것과 관련된 투자에까지 관심을 갖고 들여다보고 있다”고 설명했다.

다만 이에 대해 삼성SDS 측은 공공 AI 사업에 대한 의지가 큰 것은 맞지만, 국가AI컴퓨팅센터 구축 사업과 관련해 사업 참여에 대한 의사결정이 이뤄진 단계는 아니라며 조심스러운 모습을 보였다.

국가 AI컴퓨팅 센터 구축사업은 민간 컨소시엄을 선정해 공공과 민간이 각각 51%와 49% 비율로 투자한 특수목적법인(SPC)을 설립, 이 SPC 주도로 최대 2조원을 투입해 1엑사플롭스(EF) 이상 규모의 그래픽처리장치(GPU)를 수용하는 AI 데이터센터를 구축하는 게 골자다. 주무부처인 과학기술정보통신부에 따르면, 지난달 28일자로 사업참여의향서 접수를 마감한 결과, 약 100여곳이 참여의향서를 제출한 것으로 나타났다.

삼성SDS 외에도 네이버클라우드·NHN클라우드·카카오엔터프라이즈 등 국내 클라우드서비스제공사(CSP)들과 SK텔레콤·KT(KT클라우드)·LG유플러스 등 통신3사도 참여의향서를 낸 것으로 알려졌다.

한편, 이날 삼성SDS 주주총회에서는 재무제표 승인과 이준희 대표 및 이호준 클라우드사업부장의 사내이사 선임, 정관 변경, 이사 보수 한도액 승인 등 안건이 반대 의견 없이 의결됐다."
0002192916,네이버,네이버,2025-03-19T11:17:00+09:00,삼성SDS 황성우→이준희 바톤터치…“주가하락 참담해” 소액주주 성토,"삼성SDS가 19일 서울 송파구 잠실 본사에서 제40기 정기 주주총회를 개최했다. [Ⓒ 디지털데일리]


[디지털데일리 권하영기자] 삼성SDS가 19일 서울 송파구 잠실 본사에서 제40기 정기 주주총회를 개최했다.

이날 주총은 신임 대표의 사내이사 선임 안건을 의결함으로써 주주들에게 전임 황성우 대표에서 신임 이준희 대표 체제로의 전환을 공식화하는 자리인 만큼, 향후 회사의 사업방향과 주가부양책에 대한 주주들의 관심이 이어졌다.

이날 주주총회에서는 재무제표 승인과 이준희 대표 및 이호준 클라우드사업부장의 사내이사 선임, 정관 변경, 이사 보수 한도액 승인 등 안건이 반대 의견 없이 의결됐다.

그러나 주총장을 직접 찾아온 소액주주의 한탄을 피할 순 없었다. 이날 자신을 네이버카페 소액주주모임인 삼성SDS주주연대를 대표해 참석했다고 소개한 한 주주는 “삼성SDS는 작년 실적이 2014년 상장 당시보다 2배 이상 성장했지만 주가는 공모가 19만원과 최고가 40만원에 비해 최근 최저가인 11만8500원까지 하락했다”며 “삼성SDS에 투자한 주주들 모두 큰 손실을 보고 있는 매우 참담한 실정”이라고 성토했다.

이 주주는 “4년 전 황성우 전 대표가 지금 이 자리에서 주가 하락에 대해 주주들에게 사과를 하기도 했는데 그때보다 주가가 더 하락했다”며 “이준희 신임 대표가 생각하는 주가 하락의 원인과 대책을 말해달라”고 요구했다.

이에 대해 황성우 전 대표는 “저 자신도 공모가 비슷한 가격에 산 삼성SDS 주식을 아직 갖고 있는 주주로서 고통을 같이 느끼고 있다”며 “신임 CEO가 교훈으로 새겨 열심히 하도록 저도 뒤에서 보좌하겠다”고 말했다. 다만 이준희 대표는 주총에서의 사내이사 선임과 이사회의 대표이사 선임을 앞둔 시점에서 달리 언급을 하지 않았다.

이 주주는 그러나 “작년 말 3분기 실적 발표에서 올해 1월까지 밸류업 프로그램을 실행한다고 약속했고, 저희 소액주주모임에서도 자사주 매수와 배당금 확대를 지속적으로 요청해왔으나 현재까지 실행되지 않은 채 주가는 속절 없이 하락하고 있다”며 “현금성 자산을 6조원이나 보유한 상황에서 주주 환원이 이뤄지지 않는 이유를 말해달라”고 지적하기도 했다.

안정태 삼성SDS 최고재무책임자(CFO)는 “자사주 매입에 대해 충분히 고민하고 있고, 현금 6조원에 대해서도 어떤 사업에 성장 자원으로 활용할지 고민하고 있다”며 “1년에 캐시플로우 개념으로 보면 주주 환원 배당금 등을 제외하고 약 500억원씩 쌓여가고 있는데, 이 돈으로 클라우드나 새로운 AI 기술의 출현에 대응해 데이터센터 등 투자가 실제 소요되고 있는 것들이 있다”고 설명했다.

안 CFO는 “자사주 매입이 필요할 수 있지만 우선 회사가 파이를 크게 만들어 주주에도 돌아가고 회사 성장도 담보할 수 있는 투자자본의 활용이 더 중요하다 생각한다”며 “저희가 준비 중인 구미 AI 데이터센터에 엄청난 돈이 소요될 계획인데 그런 부분에 투자해 경영 성과를 확보함으로써 주가가 오르도록 노력하겠다”고 부연했다.

삼성SDS가 19일 서울 송파구 잠실 본사에서 제40기 정기 주주총회를 개최한 가운데, 네이버카페 소액주주모임인 삼성SDS주주연대를 대표해 참석한 한 주주가 질의를 하고 있는 모습. [Ⓒ 디지털데일리]


지난해 기준 삼성SDS가 보유한 현금성 자산은 6조240억원 수준이다. 삼성SDS는 매년 9% 이상 현금을 꾸준히 늘리고 있으며 지난해도 마찬가지로 전년보다 9.7% 증가했다. 2020년(4조1942억원)과 비교하면 지난 5년간 43.6% 급증했다. 이에 따라 삼성SDS에서 AI 및 클라우드 사업 강화를 위해 인수합병(M&A) 추진이 임박했다는 시장의 기대감도 커져왔으나, 아직은 감감무소식인 상황이다.

황 전 대표는 이날 “현금 보유량이 많이 쌓여 있는데, M&A와 관련한 방향성이나 어느 정도 논의 단계인지 알려달라”는 또 다른 주주의 질의에 “회사는 지난 3~4년간 M&A팀을 별도로 두고 전략 방향을 검토해오고 있으며, 실제로 보여드린 것 중 하나가 엠로 인수였다”며 “그걸로 끝이 아니라 지속적으로 M&A는 항상 검토하고 노력을 하고 있다고 말씀드린다”고 답했다. 이어 “회사의 체질 개선을 위한 우리의 방향을 클라우드 쪽으로 완벽히 굳히기 위한 M&A는 지속될 것”이라 덧붙였다.

한편, 이날 삼성SDS 주총에선 상정 안건이 모두 큰 잡음 없이 의결됐으나, 주가하락에 대한 주주들의 우려가 쏟아지며 평소보다 더 길게 이어진 45분여만에 종료됐다.

삼성SDS는 이날 보도자료를 내고 “올해 글로벌 경제 침체, 불확실한 경영환경 등 어려움 속에서도 생성형 AI 기반 클라우드 사업을 더욱 강화, 확대할 계획”이라며 “미래의 성장을 위한 GPU 기반 AI 데이터센터를 준비하고, 공공 및 금융 업종 등을 중심으로 클라우드 전환·운영 사업을 확대하며, 생성형 AI 사업을 통해 기업 고객 업무의 하이퍼오토메이션 혁신을 지원할 방침”이라고 전했다."
0000722565,네이버,네이버,2025-03-19T11:13:00+09:00,'네카오' 수장 보수는?…네이버 20억원·카카오 6억원,"네이버·카카오 로고 [각사 제공. 재판매 및 DB 금지]

최수연 네이버 대표가 지난해 보수로 약 20억원을, 정신아 카카오 대표는 약 6억원을 받은 것으로 나타났습니다.

지난 18일 공시된 두 회사의 사업보고서에 따르면 최수연 대표의 작년 보수는 19억 6,900만원으로 전년도(13억 4,900만원)에 비해 늘었습니다.

이는 상여금이 전년 대비 약 5억원 증가한 데 따른 것입니다.

네이버는 ""계량지표는 2023년 영업수익 9조 6,700억원, EBITDA(상각 전 영업이익) 2조 1,300억원을 달성한 점을 고려했다""며 ""비계량지표는 인공지능(AI) 모델 다각화 및 B2B 비즈니스 방향성 제시, 네이버앱 개편, 클립·치지직 등 신규 서비스로 이용자 확대 기반을 마련한 점 등을 종합적으로 고려했다""고 설명했습니다.

이사회 복귀를 앞둔 이해진 네이버 글로벌 투자책임자(GIO)의 작년 보수는 19억 3,700만원으로 집계됐습니다.

정신아 카카오 대표의 작년 보수는 6억 1,300만원이었습니다.

정 대표는 지난해 3월 정기 주주총회를 통해 신임 대표로 선임됐습니다.

작년 카카오에서 가장 많은 보수를 받은 임원은 홍은택 전 대표로, 30억 8,900만원을 챙긴 것으로 집계됐습니다.

지난해 3월 임기가 만료된 홍 전 대표는 지난해 급여 10억 1,800만원, 상여 13억 4,200만원, 퇴직금 7억 1,800만원 등을 받은 것으로 나타났습니다.

#네이버 #최수연 #카카오 #정신아 #보수

연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23"
0002444374,네이버,네이버,2025-03-19T11:04:00+09:00,"LF 아떼, ‘민스코’와 협업…네이버 쇼핑 라이브 펼친다","립 글로이밤 ‘버드’ 컬러 출시…더현대 서울 ‘민스코 셀렉트스토어’도


더현대 서울에서 진행된 ‘민스코 셀렉트스토어’에서 운영된 ‘아떼’ 부스 [LF 제공]


[헤럴드경제=강승연 기자] LF가 운영하는 비건 뷰티 브랜드 ‘아떼(athe)’가 19일 립 글로이 밤의 신규 컬러 론칭을 기념해 뷰티 크리에이터 ‘민스코’와 협업해 네이버 쇼핑 라이브를 진행한다.

아떼는 지난 9월 립글로즈의 고광택을 살린 컬러 립밤 ‘어센틱 립 글로이 밤’을 출시해 호응을 얻었다. 봄을 맞아 여섯 번째 색상 ‘버드(bud)’를 선보인다. 기존 컬러 중 가장 높은 채도로, 벚꽃을 연상케 하는 맑고 선명한 핑크 색상이다.

버드 색상은 이날 오후 7시 민스코와 함께 진행하는 네이버 쇼핑 라이브에서 온라인 최초로 공개한다.

라이브 방송에서 최대 40% 할인 등 혜택도 제공한다. 최다 구매자 2명에게 젠틀몬스터 선글라스를, 선착순 1000명에게 아떼 선케어 샘플을 증정한다.

글로벌 뷰티테일(Beauty+Retail) 기업 레페리 소속 뷰티 크리에이터인 민스코는 약 72만명의 유튜브 구독자를 보유하고 있다. 특히 립 제품 리뷰 콘텐츠에 대한 반응이 뜨겁다.

아떼는 지난 14일부터 오는 26일까지 레페리가 더현대 서울에서 운영 중인 ‘민스코 셀렉트스토어’에 입점해 신규 컬러를 오프라인에서 먼저 선보였다. 민스코 셀렉트스토어는 민스코가 직접 엄선한 약 30개 뷰티 브랜드만 입점할 수 있는 신개념 온오프라인 스토어다.

앞으로 아떼는 올리브영 온라인몰과 아떼 공식몰 등에서 순차적으로 신규 컬러를 판매할 계획이다.

LF 아떼 관계자는 “색조에 특화된 크리에이터 민스코와의 협업을 통해 신규 컬러의 매력을 생생하게 전달하고자 한다”고 말했다.

한편, 아떼는 K-비건 뷰티의 글로벌 시장 확장을 가속화하는 중이다. 올해 1월 일본 이커머스 플랫폼 큐텐재팬(Qoo10 Japan)에서 판매를 시작했으며, 이달에는 일본 최대 규모 버라이어티샵 로프트에 입점해 어센틱 립밤 3종과 립 글로이 밤 3종을 선보였다. 지난해 11월에는 베트남 유통업체와 총판 파트너십을 체결해 현지 진출을 준비 중이다."
0002934603,네이버,네이버,2025-03-19T09:53:00+09:00,[시황] 미국發 불안 요소에도…코스피 2630대 안착 시도,"엔비디아 AI칩 로드맵 발표에도 미국 증시 하락
코스피는 상승세·코스닥은 내림세
""BOJ 회의 결과, FOMC 경계심리 영향…제한적 흐름 예상""
13일 오후 서울 중구 하나은행 딜링룸에서 딜러들이 업무를 보고 있다(자료사진). ⓒ뉴시스
[데일리안 = 강현태 기자] 미국 증시 하락에도 19일 국내 증시는 견조한 흐름을 보이고 있다.

19일 한국거래소에 따르면, 이날 오전 9시 31분 기준 코스피 지수는 전장보다 20.66포인트(0.79%) 오른 2613.48을 나타내고 있다.

지수는 전장 대비 1.14포인트(0.04%) 오른 2613.48로 출발한 뒤 상승 폭을 확대하고 있다.

투자주체별로 보면, 개인이 829억원을 팔았고 외국인과 기관이 각각 241억원, 570억원을 사들였다.

코스피 시가총액 상위 10종목은 혼조세를 보이고 있다. 삼성전자(1.22%)·SK하이닉스(0.74%)·LG에너지솔루션(1.54%)·현대차(0.50%)·셀트리온(0.27%)·삼성전자우(1.25%)·네이버(0.24%) 등은 오르고 있다. 반면 삼성바이오로직스(-0.37%)·한화에어로스페이스(-1.31%) 등은 내리고 있다. 기아는 보합을 나타내고 있다.

같은 시각 코스닥 지수는 전장 대비 2.05포인트(0.27%) 내린 743.49로 나타났다.

지수는 전장보다 2.33포인트(0.31%) 내린 743.21로 출발한 뒤 반등을 시도했으나 다시 하락세로 접어들었다.

투자주체별로 보면, 개인이 855억원을 순매수하고 있고, 외국인과 기관이 각각 755억원, 38억원을 순매도하고 있다.

코스닥 시가총액 상위 10개 종목 중에선 알테오젠(-1.69%)·에코프로비엠(-0.09%)·HLB(-2.35%)·에코프로(-0.33%)·레인보우로보틱스(-4.32%)·코오롱티슈진(-1.94%)·삼천당제약(-0.74%)·클래시스(-0.83%) 등이 내리고 있지만, 휴젤(0.60%)은 오르고 있다. 리가켐바이오는 보합세를 보이고 있다.

엔비디아 창업자 겸 최고경영자(CEO) 젠슨 황이 연설하는 모습(자료사진) ⓒAP/뉴시스
간밤 뉴욕증시는 미 연방공개시장위원회(FOMC)에 대한 경계감, 이스라엘의 가자지구 공습 재개 등에 대한 우려로 3대 지수가 일제히 내렸다.

특히 젠슨 황 엔비디아 최고경영자(CEO)가 자사 연례 개발자회의 'GTC2025' 기조연설자로 나서 AI칩 출시 로드맵까지 제시했지만, 호재로 작용하지 못했다. 실제로 엔비디아(-3.43%)는 물론, 테슬라(-5.34%), 메타(-3.73%), 테슬라(-5.34%) 등 기술주가 약세로 마감했다.

한지영 키움증권 연구원은 ""미국 증시가 2월 산업생산 호조에도, GTC2025에서 엔비디아가 별 다른 모멘텀을 만들어 내지 못했다""며 ""수입물가 상승에 따른 관세 불안, FOMC 경계심리 등이 빅테크 중심의 매도 물량을 출회시키면서 약세로 장을 마쳤다""고 설명했다.

한 연구원은 국내 증시가 미국발 불안요소에 영향을 받을 전망이라며 ""장중에도 금리 동결이 컨센서스인 일본중앙은행(BOJ) 회의 결과 이후 엔화 향방이나, 내일 새벽 결과 발표 예정인 3월 FOMC 경계심리 등에 영향을 받으면서 제한적인 흐름을 보일 것으로 예상한다""고 덧붙였다."
0013127704,네이버,네이버,2025-03-19T09:28:00+09:00,"유니베라 보타니티, '네플스 오픈위크' 참여…최대 67% 할인","[서울=뉴시스] 유니베라의 스킨케어 브랜드 보타니티가 네이버 최대 쇼핑 축제 '네플스 오픈위크'에 참가해 2025년 SS(봄·여름) 시즌 대표 제품을 선보인다고 19일 밝혔다. (사진=유니베라 제공) *재판매 및 DB 금지


[서울=뉴시스]이현주 기자 = 유니베라의 스킨케어 브랜드 보타니티가 네이버 최대 쇼핑 축제 '네플스 오픈위크'에 참가해 2025년 SS(봄·여름) 시즌 대표 제품을 선보인다고 19일 밝혔다.

네플스 오픈위크는 다양한 카테고리의 인기 브랜드가 대거 참여하는 네이버 쇼핑 대표 행사다.

보타니티는 이번 행사를 통해 환절기 피부 장벽 강화와 다가오는 여름철 선케어를 위한 다양한 제품을 최대 67% 할인된 혜택가로 선보인다.

이번 프로모션에서는 신제품 '보타니티 알로에 플라워 시카 세럼'과 '보타니티 유니글로우 브라이트닝 미백 세럼'을 중심으로 피부 장벽 강화와 피부 톤 케어에 집중한 라인업을 선보인다.

또한 다가오는 봄철 자외선과 야외 활동 대비를 위한 '보타니티 아쿠아 핏 선 에센스'와 '보타니티 징크 라이트 선 로션'도 공개한다.

보타니티는 이번 네플스 오픈위크를 통해 '피부未来(미래)' 캠페인을 본격적으로 전개하며, 단순한 제품 할인 행사를 넘어 건강한 피부를 위한 지속 가능한 스킨케어 루틴을 제안한다.

피부未来(미래) 캠페인은 외부 환경 변화와 나이 들수록 약해지는 피부를 근본적으로 강화하는 피부 케어 방식을 알리고, 피부 본연의 힘을 길러 미래까지 건강한 피부를 유지할 수 있도록 돕는 것이 목표다.

한편 오는 20일에는 뷰티 크리에이터 ‘미아(Mia)'와 함께하는 특별 라이브 방송을 진행한다.

미아는 35만 명 이상의 구독자를 보유한 인기 뷰티 크리에이터로 이번 방송에서는 신제품 세럼 2종과 선케어 베스트 제품을 선보인다."
0008137921,네이버,네이버,2025-03-19T09:28:00+09:00,"코스피, 美 증시 하락에도 강보합 출발…2620선 돌파[개장시황]","ⓒ News1 DB


(서울=뉴스1) 강수련 기자 = 코스피가 미국 증시 하락에도 강보합 출발하며 2620선을 넘어섰다.

19일 오전 9시 7분 기준 코스피는 전일 대비 15.94p(0.61%) 상승한 2628.28를 가리키고 있다.

기관은 106억 원 사들이고 있다. 반면 외국인은 13억 원 팔아치웠고, 개인도 109억 원 각각 순매도했다.

간밤 뉴욕 증시는 관세 정책의 부정적 영향에 주목하며 3거래일 만에 3대 지수 모두 하락 마감했다. 중앙은행 연방준비제도(연준·Fed)의 통화정책 결정을 앞두고 투자신중론도 작용했다.

특히 엔비디아는 연례개발자회의인 'GTC 2025'에서 여러 혁신안을 공개했음에도 기술주 매도세에 3.43% 급락했다. 인텔을 제외한 주요 반도체주도 일제히 하락하며 반도체지수도 1.61% 내렸다.

그럼에도 삼성전자우(005935)(1.15%)와 삼성전자(005930)(1.04%)는 1%대 상승세를 보이며 선방하고 있다. 다만 SK하이닉스는 0.49% 내렸다.

이외에 코스피 시가총액 상위 종목 중 LG에너지솔루션(373220) 0.92%, 삼성바이오로직스(207940) 0.83%, 셀트리온(068270) 0.53%, NAVER(035420) 0.24% 등은 상승했다. 한화에어로스페이스(012450) -0.52%, SK하이닉스(000660) -0.49%, 기아(000270) -0.31% 등은 하락했다.

한지영 키움증권(039490) 연구원은 ""장중 금리 동결이 컨센서스인 일본은행(BOJ) 회의 결과 이후 엔화 향방이나, 내일 발표될 3월 연방공개시장위원회(FOMC) 경계심리 등에 영향을 받으면서 제한적인 흐름을 보일 것""이라고 전망했다.

코스닥도 전날 대비 1.79p(0.24%) 상승한 747.33를 가리키고 있다.

기관은 14억 원, 외국인은 111억 원 각각 순매수했다. 반면 개인은 90억 원 순매도했다.

코스닥 시가총액 상위 10개 종목 중 리가켐 바이오(141080) 0.84%, 에코프로비엠(247540) 0.72%, 휴젤(45020) 0.6%, 에코프로(086520) 0.5%, 삼천당제약(000250) 0.48%, 알테오젠(96170) 0.23% 등은 상승했다. 레인보우로보틱스(277810) -1.54%, HLB(028300) -1.17%, 코오롱티슈진(950160) -0.88% 등은 하락했다."
0013127688,네이버,네이버,2025-03-19T09:21:00+09:00,"'네이버 투자' 엔닷라이트, 엔비디아 GTC서 기술력 공개","3D 합성 데이터 생성 솔루션 '트리닉스' 글로벌 공개
""디지털 트윈과 AI 학습 최적화""
[서울=뉴시스] 네이버 D2SF가 투자한 인공지능(AI) 기반 3D 기술 기업 엔닷라이트가 미 캘리포니아에서 진행 중인 엔비디아 GTC 2025에 참가해 3D 합성 데이터 생성 솔루션 '트리닉스'를 글로벌 정식 공개했다고 19일 밝혔다. (사진=엔닷라이트 제공) *재판매 및 DB 금지


[서울=뉴시스]윤정민 기자 = 네이버 D2SF가 투자한 인공지능(AI) 기반 3D 기술 기업 엔닷라이트가 미 캘리포니아에서 진행 중인 엔비디아 GTC 2025에 참가해 3D 합성 데이터 생성 솔루션 '트리닉스'를 글로벌 정식 공개했다고 19일 밝혔다.

트리닉스는 엔비디아 옴니버스 플랫폼과 연동해 학습용 3D 데이터를 자동 생성하는 솔루션이다. 3D 데이터 부족으로 인한 기존 AI 모델 한계를 극복하고 제조 자동화 성능을 극대화할 수 있는 솔루션이다.

최근 로보틱스, 스마트팩토리 관련 산업 AI 기술이 급격히 발전하면서 디지털 트윈·제조 데이터에 대한 수요가 증가하고 있다. 하지만 AI 학습을 위한 고품질 3D 데이터 부족이 여전히 산업 주요 과제로 남아 있다. 엔닷라이트는 트리닉스가 이러한 문제를 해결하는 핵심 솔루션으로 AI 학습 속도를 높이고 데이터 생성 비용을 절감하는 데 기여한다고 설명했다.

엔닷라이트는 트리닉스와 함께 역시 자체 개발한 웹 기반 3D 디자인 협업 솔루션 '서피(Surfee)'를 결합해 AI 기반 제조·디자인 협업의 효율성을 한층 높일 계획이다. 이미 AiV와 협력해 트리닉스 기반 합성 데이터를 산업 자동화에 적용 중이며 LX그룹 계열사, CTR, 리치 Korea 등과 제조 불량 검출, 로보틱스 자동화 협업을 논의 중이다.

박진영 엔닷라이트 대표는 ""AI 기반 제조의 미래는 데이터와 협업 워크플로우에 달려있다. 트리닉스는 제조 프로세스 전반을 혁신할 수 있는 AI 데이터 생성·제조 혁신 솔루션""이라며 ""고품질 제조 데이터 기반으로 AI 모델 학습의 효율성을 높이는 동시에 제품 설계 협업과 제조 생산성을 극대화할 것""이라고 밝혔다."
0005107767,네이버,네이버,2025-03-19T09:15:00+09:00,"코스피, 미 기술주 조정에도 장 초반 '상승'…동양철관 7%↑","외인·기관 '사자'
/그래픽=챗GPT 4o

19일 코스피지수가 미 기술주 조정에도 불구하고 상승으로 출발했다.

이날 오전 9시4분 현재 코스피지수는 전일 대비 14.56포인트(0.56%) 오른 2626.9를 기록 중이다. 지수는 0.04% 강보합으로 출발했으나 상단을 점차 높여 나갔다.

유가증권시장에서 외국인과 기관이 각각 548억원과 396억원 순매수 중이다. 개인은 940억원 매도우위다.

코스피 시가총액 상위종목들은 등락이 엇갈리고 있다. 삼성전자, 삼성바이오로직스, LG에너지솔루션, 셀트리온, 네이버, KB금융, POSCO홀딩스는 상승하고 있는 반면 SK하이닉스, 기아, 한화에어로스페이스, HD현대중공업은 하락하고 있다. 현대차는 보합권에서 등락하고 있다.

한국항공우주는 올해 실적 기대감에 장 초반 7% 넘게 오르고 있다. 전날 중간가 호가 체결 전산장애로 코스피 거래 중단의 원인이 됐던 동양철관은 7%대 급등하고 있다. LG화학은 올해 실적 기대감에 6% 넘게 뛰고 있다.

코스닥은 보합권에서 등락하고 있다. 이 시각 현재 코스닥지수는 0.05% 오른 745.88을 기록 중이다. 코스닥시장에선 기관과 개인이 각각 7억원과 93억원 순매수 중이다. 외국인은 59억원 매도우위다.

코스닥 시총 상위기업들은 혼조세다. 에코프로비엠, 에코프로, 삼천당제약, 리가켐바이오, 리노공업이 오르고 있는 반면 알테오젠, HLB, 레인보우로보틱스, 코오롱티슈진 등이 내리고 있다.

원·달러 환율은 소폭 내림세다. 이날 서울 외환시장에서 원·달러 환율은 전일 대비 2.5원 내린 1450.4원에 개장했다."
0005563115,네이버,네이버,2025-03-19T09:00:00+09:00,"페스티버 X T1, 또 다른 시작을 알리는 콜라보 제품 출시","IP 팬덤 문화의 새로운 패러다임을 제시하는 페스티버가 글로벌 e스포츠 전문 기업 T1과 손잡고 21일 특별한 콜라보레이션 제품을 선보인다.

페스티버는 작년부터 T1과의 지속적인 협업을 통해 모바일 폰케이스부터 키링, 보조배터리, 카드지갑 등 다양한 굿즈를 출시했으며, 콘텐츠의 성지인 ‘슈피겐홀’에서 T1 팬밋업을 두차례 진행하는 등 팬들을 위한 다양한 오프라인 경험을 제공해왔다.



이번 협업에서 페스티버는 25년도 T1 유니폼과 각 로스터별 네임을 활용한 디자인 제품을 두 차례에 걸쳐 선보일 예정이다. 1차 출시 품목으로는 맥세이프 폰케이스 13종, 맥세이프 카드지갑 12종, 웨어러블케이스/키링 에디션 7종, 팜레스트 2종이 준비되어 있다.

페스티버의 각 채널별 만나볼 수 있는 제품과 혜택도 다양하게 준비되어 있다. 페스티버 공식 스토어에서는 선수별 단독 구성 세트를 할인 판매 예정이며, 회원 전용 할인쿠폰을 통해 단품 구매 시에도 할인 가격으로 제공한다.

네이버 스토어에서는 맥세이프 글라스 범퍼 케이스와 맥세이프 카드지갑 세트를 단독 출시 및 할인 판매 예정이며, 3월 21일부터 4월 17일까지 T1 제품 한정 우수 구매 리뷰 고객 1명에게 2025 T1 UNIFORM JACKET을 증정하는 프로모션을 진행한다.

추가로, 무신사 채널에서도 4월 18일 출시 제품을 단독 공개한다. 품목은 실리콘 비즈스트랩, 보조배터리, 레더 에디션(3종)이 출시될 예정으로, 무신사 단독 제품 구매 시, T1 선수들의 렌티큘러 포토카드 1장이 랜덤 증정되는 프로모션을 진행한다. 자세한 내용은 추후 무신사 기획전과 페스티버 SNS를 통해 확인할 수 있다.

국봉환 국내사업총괄부문장은 “해마다 더욱 발전하는 T1처럼 한층 더 업그레이드된 콜라보 제품을 제공하기 위해 준비했다”며 “지속적으로 페스티버와 T1 콜라보 제품에 많은 관심을 보여주시는 팬분들께 감사드린다”고 전했다."
